天干1,天干2,天干3,天干4,地支1,地支2,地支3,地支4,性别,合并,得分,评语
2,2,6,2,9,9,1,5,1,乾乙丑己丑壬申甲辰,8,拿到一个命盘，盲断实际是最难，有无数可能的职业，而四个选项，具体到职业，选择相对容易很多，能发现其中的逻辑，很快有答案。反馈如下，很详细：公职警察，派出所所长，父亲有能力，家里有关系，所有前期铺垫，都是家里做的，当警察吃了不少苦，浑身上下都有伤疤。层次，小康婚姻，一婚，有情人，己亥年出轨，闹腾了一阵，没离，壬寅年一直想离，想从新找一个对像。甲午年，吉，结婚。戊戌年，吉，升职副所长，辛丑年，吉，升任所长乾造：乙丑?己丑?壬申?甲辰（空戌亥）胎元：庚辰??命宫：丁亥大运：戊子9?丁亥?丙戌?乙酉?甲申壬申日元生乙酉月，官星当令月上透官，年时是官杀，座下正印化官生身。天干食伤制官制杀，天干地支一致，制官。忌财不见财，命局清纯。层次?A无业游民，无车无房，小混混B派出所所长，小康C小学老师，温饱D开工厂的老板，几千万资产初运北方，扶身生食伤，食伤代表智慧，制官制杀，应该有学历。A不可能。从北方运往西方运，喜用不悖，必然发富贵。C不可能。BD二选一，甲己合官，合官得官，这是所长。另外如果你会看财富层次，小庚与几千万差很多，也能判断。 ?子平术学习需要找到志同道合的易友，一起实战研究。大龙研究三十余载，欢迎交流学习。
9,5,5,9,7,11,3,11,1,乾壬辰戊申庚戌丙戌,8,此盘是出题老师的亲戚，盘无误，反馈细节都有，是不可多得的案例。副部级领导，八字气势十足，食神制杀格局高，建议多多研究命理，来源清白，真实可靠的盘，层次这么高，一生不见得遇几回。别拿转了几手的案例，来比较，不是一回事。下面是主要反馈：初期部队卫戍区炮兵领导，回地方后进入省法院。53岁升省法院一把手，65退省政协二线。他们兄弟三个，都当兵，命主是老二，老大当兵后在兵工厂当干部，老三搞煤矿。他们父亲是以前的村支书，之前地下党，母亲在家务农。将相本无种！牛马加油！整理出贵的案例：39岁壬寅升正厅，四年后命主父亲反馈合官得官正处，五千万厅级伤官配印，几群无断对，到处讲假反馈文化馆科长官印相生，几群无断对乾造：壬辰?戊申?庚戌?丙戌（空寅卯）胎元：己亥??命宫：辛亥大运：己酉3?庚戌?辛亥?壬子?癸丑?甲寅?乙卯庚戌日元生戊申月，建禄格月上透印，地支三重土印，时上丙戌，杀印相生。年上壬辰，食神制杀，月上戊印枭神夺食，命盘可以有三种取用。到底怎样选择？要看命盘想要表达什么？而不是命师自己认为怎样。将命盘看成一粒种子，怎样从泥土里生根发芽开花结果，必须当一个生命来看态。壬水在申中长生，胎元，命宫见禄。丙在申月死地，座戌是入墓。戊在申月死地，先生申金再夺食，申化戊生壬，戊力量不够，格取食神制杀。问职业？层次？答：处级，千万。食神制杀，要食旺旺印弱，早年西方运，化印生食，庚戌魁罡武将，当兵发贵。一路北方运，东方运，扶起食伤，克制印星发贵。甲寅运甲申年，财生杀旺，流年见禄可以担起财官，升省高院院长。命理测算一定要以命局为准，统筹分析，抽丝剥茧，最后得出结论，才能预测将来。不可能找一个老师，学习一两个月一两年，可以神算，这种多数会上当受骗。子平术学习需要找到志同道合的易友，一起实战研究。大龙研究三十余载，欢迎交流学习。
3,5,8,2,5,5,10,2,2,坤丙辰辛丑戊辰癸丑,8,?这是李群主的一个朋友，一手案例，江西人。伤官生财，伤官见根运发千万。男命女命比劫重了都不美，少数两全。命主行业断出，当然职业千千万，不要过于执着，断不对是正常。之前有一个骗子老孔群，专门断职业，命中有两酉，有人算出是做煎饼，讲酉金是两个铲子。但是有一个问题，断对职业的人，很随机，不是那几个人经常对。比劫重，伤官重婚姻容易出现问题案例：丁旭清比劫一片，弟弟不灵猫老六亲证?这是紫微骗子丁旭清的八字，断二婚必离，文章发表没一个星期，爆出老婆猫老六出轨，己签离婚协议，克父克妻。财当令父先亡，只因比劫一片女带伤官福不全，夫亡子亡发千万坤造：丙辰?辛丑?戊辰?癸丑（空戌亥）胎元：壬辰??命宫：辛卯大运：庚子3?己亥?戊戌?丁酉?丙申?乙未戊辰日元生辛丑月，比劫当令月上透伤官，五土一火，火土成势。时癸丑戊癸合，财在丑月有余气，月上伤官透生财为喜，丑墓中透伤，不强。年上丙辰，印合伤官辛，辛被合克，癸必出问题。看盘中年行西方运食伤旺，必发家断千万，五金老板。反馈：命主做PCB老板，丁酉运开始发家，千万身家，老公上班，主要钱财是命主挣的，乙巳年老公去世。比劫一片克财，命中辰中有乙官，癸从财官辰中透，癸当库看，合财财是夫。命中丙辛合，伤官受制夫先亡。丙申大运，丙透合辛，命中丙辛合的应期。乙巳流年，官生印，巳申合食被制，癸绝夫亡。子平术学习需要找到志同道合的易友，一起实战研究。大 龙研究三十余载，欢迎交流学习。
8,10,4,10,4,10,10,4,2,坤辛酉丁酉丁酉癸卯,8,算命想算准细节，单纯靠八个字加大运二个字加流年二个字，共12个字组合，很难精确断出细节。大龙盲派加入象法，解读命盘背后的细节，从而展现一个人完整的人生故事，这是有可能做到。现实中有人付费实测，开始时我会讲明，命理学不是录像回放，不可能百分百。号称百分百肯定是骗子，金无赤金，那个人每次考一百分？如果你愿意付费相信百分百，付的是智商税。群里实战，二选一：师兄们，财富多少？婚姻如何？1：两千万，离异2：二十万，和睦答：二千万，挣男人钱。反馈：出生家境普通，学历大专，结婚后从事美容行业越干越大，现在是美容院长，资产两千万，一子一女，婚姻离异。类似的案例，可以参考：坤造：辛酉?丁酉?丁酉?癸卯（空辰巳）胎元：戊子??命宫：癸巳大运：戊戌9?己亥?庚子?辛丑?壬寅?癸卯丁酉日元生丁酉月，财星当令月上透比肩，地支三酉财从年伏吟到日，年上透辛财，财强旺。时上癸卯，三酉冲卯，杀印相生，命局有两种取用，一是杀印相生，另一种贪财坏印。地支财肯定强，印被制住，天干的辛能立住，从财，立不住杀印相生。年上辛金在年月日有根当令，月上丁酉而丁在酉上长生，看起来双方力量好像差不多，但是阴长生是虚旺的象，所以月上丁制不住财，财统局贪财坏印。命要制印，早年行北方官杀之地，生印家境普通。什么时候能发财？财来之时，庚子辛丑运，至此已经答完题，不过我们可以再深入，具体，加入细节，这样如是客户来预测，会更相信我们。财在夫宫，财当夫。男人多不多？四柱全有财官，酉是夫宫，年月全是夫宫，是不是全是男人？所以当时断二千万，发男人的财。命理学从易到难，我们要有序给自己增加难度，积累经验，才有机会成为优秀命理师。现在已经建了大龙盲派公众号粉丝群，欢迎有志于命理学习提高的易友交流学习。子平术学习需要找到志同道合的易友，一起实战研究。大龙研究三十余载，欢迎交流学习。
7,11,1,9,7,9,1,9,1,乾庚戌甲申庚申甲申,8,这个八字，是群中一位易友提供，点射层次，辛丑年何事?当时分析这个八字，发财的命，申时千万层次，命盘没有出生的时间，又点射，未时上亿的格局。千万，未时亿，当时打了这几个字，在分析辛丑年，看到反馈，同步将我答案发了。只有两位老师参与，没想到反馈这样快。后面思考这个八字，验证，个人认为是未时，第二天找发八字的老师，问到这个不是一手八字，命主汽车行业。后面百度，经过多方查找，确定是吴钢，19年生病，也不是突发心梗。命理研究很严谨：不但在于分析命理，还在于对八字的来源，找到出处，才能更好验证。只有踏踏实实学习研究命理，才能面对客户时断准八字，给客户排忧解难。命理界的耻辱，古镇一嘴骗子，大家要引以为戒，坑蒙拐骗只能一时。之前发表的亿万富翁案例，有兴趣的可以参考：乾：庚戌　甲申　庚申　甲申（空子丑）胎元：　乙亥??命宫：丁亥大运：　乙酉11　丙戌　丁亥?戊子?己丑庚申日元生甲申月，财虚透，时上甲申伏吟，食神藏而不显，年上比却克财。财星很弱，不见食伤，初看此命，无一点富贵之象。胎元，命宫丁亥，食神见根，财又长生，富贵峰回路转，一路西北大运，断千万。因不知具体时辰，这种点射八字，都是非常有特点的。再看癸未时，伤官泄秀，未又是财库，财库的财巨大无比，所以断癸未时亿万富豪。反馈是亿万，大龙盲派所断如所见！这应该是癸未时的八字。以命相看，应该是丁亥运发达，后面百度查阅资料，确实是丁亥运开始发达。以甲申时看，己丑运，也不会亡。癸未时，确实是死亡的象。具体癸未时死亡，有兴趣的易友可以自已研究。子平术学习需要找到志同道合的易友，一起实战研究。大龙研究三十余载，欢迎交流学习。
10,8,6,8,10,2,10,2,1,乾癸未己未癸丑癸丑,8,这是易友的一手盘，发出来实战。之前在古镇一嘴骗子群里，古镇一嘴给他父母算成卖菜贩，他不愿意假反馈顺着古镇一嘴骗子，真反馈后被踢，这是很好的案例说明古镇一嘴骗子不学无术。天干虽三癸虚透，只能弃命从杀，下面是我在实践中关于弃命从杀的心得：日干极度衰弱且无根的情况下，同时四柱中官杀星众多且力量强大。在这种格局下，命主为了生存和发展，不得不顺应官杀的气势。其核心在于日主极度衰弱，缺乏生扶之力（如印绶、比劫的帮助），因此只能舍弃自身的五行属性，选择“从杀”，即顺应强势的七杀（偏官）之气。之前发表的出贵案例，有兴趣可以参考：伤官配印硕士，父母双贵伤官配印，一家三口全是官命省高院院长，食神制杀39岁壬寅升正厅，四年后命主父亲反馈合官得官正处，五千万厅级伤官配印，几群无断对，到处讲假反馈文化馆科长官印相生，几群无断对乾造：癸未?己未?癸丑?癸丑（空寅卯）胎元：庚戌??命宫：辛酉大运：戊午12?丁巳?丙辰?乙卯?甲寅癸丑日元生己未月，七杀当令月上透七杀，地支七杀一片，丑未冲，丑中辛坏，天干三癸虚透，月上七杀己土专权统局。印坏癸水只能顺旺气七杀，命局弃命从杀，水土二干不杂，有层次。古镇一嘴骗子为什么算命主家里卖菜的了？它认为用食神制杀，未是食伤库，木库是菜地，卖菜的。初运南方财地，财生杀旺没有悖命局，学历本科。断家境富贵自己出贵，实际父母当官，自己吃皇粮。命主非常认可大龙盲派命理实力，不是古镇一嘴骗子自吹自擂。子平术学习需要找到志同道合的易友，一起实战研究。大龙研究三十余载，欢迎交流学习。
4,10,10,2,6,2,2,2,1,乾丁酉癸丑己丑乙丑,8,群太多看不了几个群，特别我自己建立大龙盲派公众号粉丝群，大部时间在粉丝群。其它群，除了特殊盘，一般不会断。巳火耀明，之前在它群里呆过，看它实断过，水平太菜。这两个案例它发在其它群里，它发出来，自己讲好多学生在群里，之前给学生公开课讲过。这种水平还带学生，它自己马后炮整不明白，教学生？？可想而知，当前的命理界，这样的大师不是个例，命理水平低下。很简单逻辑，我盲断出结果，难道不如它一个马后炮？还要我讲易理，真的搞笑。据说丁酉造是郝金阳生前断过案例，有了解的可以留言，我对郝金阳不了解，但是段建业当年为了割韭菜，发明的做功，真是害人不浅，盲派自古无做功一说。可能23年在段建业建的一个群里玩过，段建业收费200，在群里公开给人算命，群里好多人骂它，算错的多，对的少。这两个案例，地支三连，偏枯混杂有学习研究价值，分享出来，大家可以参考。正科羊刃驾杀市委书记省高院院长，食神制杀39岁壬寅升正厅，四年后命主父亲反馈合官得官正处，五千万厅级伤官配印，几群无断对，到处讲假反馈文化馆科长官印相生，几群无断对乾造：丁酉?癸丑?己丑?乙丑（空午未）胎元：甲辰?命宫：癸卯大运：壬子3?辛亥?庚戌?己酉?戊申?丁未?丙午己丑日元生癸丑月，比劫当令月上透财，地支三丑伏吟，生年上酉食。土重用食伤生财，而年食酉上透丁枭印，印来坏事，好在月癸财来克丁枭。有病有药，格局清纯。早年行北方运，财星得运，制尽印星，正是读书时，必然有学历，中年行食伤运，生财制杀，必然发贵，所以我断是吃皇粮。乾造：戊申?庚申?庚申?丁丑（丙子）（空子丑）胎元：辛亥??命宫：庚申大运：辛酉8?壬戌?癸亥?甲子?乙丑?丙寅庚申日元生庚申月，比劫当令月上比劫，地支三申伏吟，时上丁丑，二土五金。时上正官丁火虚透，年月日时无气，必然无用。只能用申中壬水食神。独官要制，食伤不明见，层次不高。之前发表的时辰相关案例，有兴趣的可以参考：我看到盘时，第一反应是丙子时，发然发富贵。因为子水伤官泄三禄，而丙杀透，必然被制，见了食伤制官杀有力，中年行北方运，发富贵。巳火耀明不知从那里翻书，讲丁丑是印带官帽，所以当官。这种假大师，带了很多学生，只会搬书，不知其所以然，马后炮都不会，无论它所谓的官帽是要用官还是制官，命局大运都不能解决。没行南方运，官无扶无用。只能制官，行北方运，年上戊印，地支丑印都可以制食伤，官制不了，那来的检查长贵？通过这两案例，我们在学习命理时，一定要求真务实，不是浮于表面，书上套一句口诀，算对不知其理，算错不知其所以然。子平术学习需要找到志同道合的易友，一起实战研究。大龙研究三十余载，欢迎交流学习。
9,7,9,3,5,7,6,8,1,乾壬午壬寅戊午己未,8,这是务实老师提供的一手案例，好像是他一堂弟，反馈与八字很靠谱。大龙公众号粉丝群：很多都是易友身边人的盘，命师提供的一手案例，适合真正喜欢研究命理学的易友。好的案例，我会在群里用语音连线的方式，组织大家互相交流学习。大家畅所欲言，没有神，没有权威，命理可以求同存异，但不可人身攻击。命主主要信息：父母有贵，家产千万左右，自己考的大学三本，目前是基层的公务员，政法系。正科羊刃驾杀市委书记省高院院长，食神制杀39岁壬寅升正厅，四年后命主父亲反馈合官得官正处，五千万厅级伤官配印，几群无断对，到处讲假反馈文化馆科长官印相生，几群无断对乾造：壬午?壬寅?戊午?己未（空子丑）胎元：癸巳??命宫：戊申大运：癸卯5?甲辰?乙巳?丙午?丁未?戊申?己酉戊午日元生壬寅月，七杀当令月上透财，天干年月二财，地支不见根虚透，时上己未，比劫克财。地支寅午半会杀印相生，午未合合官杀库。有杀先论杀，七杀当令不能财再旺，地支不见财，印不坏。天干制财，地支化杀，格局不破，杀印相生，很好的局。问家境与职业？答：小富事业单位。印为生身这本，问家境先看印星，初运癸卯甲辰，印星得扶，必然家境优渥，千万身家，胎元癸巳，娘胎里开始享福，富二代。早运读书，印星无损本科。杀印相生吃皇粮，断了事业单位，实际是公务员。当时看年上壬午财坏印，印有小损。现在对照时上比劫克财，印无损政法公务员。子平术学习需要找到志同道合的易友，一起实战研究。大龙研究三十余载，欢迎交流学习。
6,10,4,4,4,10,7,1,1,乾己酉丁卯丁酉庚子,8,这是一手案例，命主本人现在精神有问题。当时反馈后，我断了火灾流年，要问命主本人，没有答案。从3月16日，一直跟进到3月28日，得到明确答案。可见学习研究命理，要坚持不懈，这世间可能有极少数天才，但是绝大多数，都是通过自己努力钻研，实践总结，小心求证才能取得成功。我没有断出破产，大运没有算对，有对有错，这才是正常，世间无神。如果有所谓全能算对的神，一定是骗子。如古镇一嘴之流，错了改时辰，改日子。命主主要信息：家境很好，癸亥运发家，壬戌运丁酉年火灾，塑料工厂烧完，五千万清零，从此精神不正常。人生起落案例：先破财400万再赚600万，地支双冲大起大落五百万投资亏损，断后三年的反馈女带伤官福不全，夫亡子亡发千万从财格发财亿万富翁，大运流年生扶溺水亡。女车模不堪回首嫁老富，二柱算命盲派象法乾造：己酉?丁卯?丁酉?庚子（空辰巳）胎元：己未??命宫：丙寅大运：丙寅6?乙丑?甲子?癸亥?壬戌??辛酉庚申丁酉日元生丁卯月，印星当令月上透比劫，年上己酉食神生财，时上庚子，本来月上比劫制财，不巧被年食泄。地支双酉冲卯，印虽当令，比劫无根，印不强。相对而言，财星很强。初运东方印地，生身克财，印为生身之本，家境很好。癸亥运七杀透，克比劫，财无制。断起伏不定，实际上，亥卯会印，官杀化财生印，开始发家。壬戌运，戌是比劫库，穿财制财，断甲午年发大财。按反馈看，丁酉年失火败，之前几年，财运会很好。壬戌运丁壬合，卯戌合，丁卯被合，喜用被合绊破产。丁酉年，丁壬合，比劫被制，酉财旺冲卯，印坏印是产业工厂，失火财产化火灰烬。子平术学习需要找到志同道合的易友，一起实战研究。大龙研究三十余载，欢迎交流学习。
9,11,9,1,4,12,3,7,2,坤壬戌壬子丁亥丙午,8,现实中湿木头含水分多，直接点燃很难，命理学家据此延伸，用来描述?八字中木被水过度浸润后的木，不生火，这是湿木不生火的现实依据。当然有一定的准确度，但使用过程中要辨证分析，不同组合有不同用法。森林失火，湿木一样可以生火，用水灭火可以吗？之前发的发富案例，有兴趣的可以参考：坤造：壬戌?壬子?丁亥?丙午（空辰巳）胎元：癸卯??命宫：己酉大运：辛亥8?庚戌?己酉?戊申?丁未?丙午丁亥日元生壬子月，七杀当令月上透官，天干丁壬合官，官在地支有强根，时上丙午比劫助身抗官杀，体弱官重。地支亥子水局成势，子午冲破禄，如果禄坏尽必然贫。年上壬戌，午戌半会，伤官制官午禄受损不会坏尽。问学历，层次，婚姻？答：初中，大几百万，一婚桃花多。尽管没反馈桃花，桃花必然多。此盘座下亥中藏甲，印是事业，印如能化官生身，可以发富。印若无用，温饱。时上丙午，火势有源。大运能制官，则木火可用。己酉运己在戌午有根可制官，流年火土一见根必然发富。断癸巳甲午年发家，反馈是。喜印印不显，学历不高，断初中反馈中专，很合理。子平术学习需要找到志同道合的易友，一起实战研究。大龙研究三十余载，欢迎交流学习。
5,5,6,8,10,2,7,9,1,乾戊辰己未癸丑庚申,8,这是视频上看到韦尔读碑文的博主，读到的同治生人，一个人一生百十字。幼年父亡，中年修屋买田，生一子二女，碑文是他自己写，时年62，去世时间没有拍出来。旁边葬的是其妻，同治癸酉年，56岁去世，在命主前面去世。按当时的社会状况，命主是地方名流，小富贵格局。我们研究古人的盘，常常以族谱，墓碑记录为准，普通人研究名人只要精准到日，时辰不会关注。而命理学要到时辰，此墓碑是未时生，而命主主要经历，未时不可能，只能是申时才合人生。之前发的发富案例，有兴趣的可以参考：乾造：戊辰?己未?癸丑?庚申（空寅卯）胎元：庚戌??命宫：乙丑大运：庚申4?辛酉?壬戌?癸亥?甲子?乙丑?丙寅癸丑日元生己未月，七杀当令月上透杀，年上戊辰，官杀混杂克身无情。时上庚申白虎印化官化杀，格局清纯有情，时上庚申，只能白手起家。如是己未时，必然从杀，中年行比劫运，必然贫困。八字土重财被泄太过，胎元庚戌财星入墓，父早夭，写幼年父亡，按流年看，丁丑年最有可能。在古代幼年丧父可见生活之艰。年月官杀重克身，祖业不丰，墓碑上写自己建屋买田可见，命主兴家立业。乙丑运丑未冲，是原局丑未冲应期。未被冲，未中乙丁坏妻亡。戊辰年土重泄火，妻亡。子平术学习需要找到志同道合的易友，一起实战研究。大龙研究三十余载，欢迎交流学习。
5,7,4,6,9,5,4,8,1,乾戊午丁巳壬辰丁未,9,命理学在层次流年上能精准，基本出师。实践中，这两项可以准确，客人会信你。今天这个案例，从财格发财亿万，财与体不能平衡，触电溺水亡。中国人传统中多做善事，积德行善，是另一种的身财平衡，可能结果不一样。乾造：戊午?丁巳?壬辰?丁未（空午未）胎元：戊申??命宫：丁巳大运：戊午3?己未?庚申?辛酉?壬戌壬辰日元生丁巳月，财星当令月上透财，支巳午未三会火局，年上透戊杀，杀在年月日时俱有根，双丁会壬，日元只能弃命从财。问庚子年酉月何事？层次？职业？答：火灾出人命，几千万，老板。反馈是钓鱼触电溺水亡，上亿，箱包老板。从财行西方运，火能制金，发财亿万。当时看戊泄火之势，断了几千万。壬戌运庚子年，比却透天助身，逆转命局大势，本来投诚归顺相安无事，现在水火交战，必然出事。水火交战，断火上出问题，实际触电，电取火象没有问题。子平术学习需要找到志同道合的易友，一起实战研究。大龙研究三十余载，欢迎交流学习。
1,1,10,10,10,2,7,9,1,乾甲子癸酉癸丑庚申,9,这是锦老师提供的一手案例，命主本人与他是朋友，有微信，户口本都发给他，我看到。群里随时能看到发亿万的盘，真假不确定。各位易友放心研究，一手八字。乾造：甲子?癸酉?癸丑?庚申（空寅卯）胎元：甲子??命宫：丙子大运：甲戌8?乙亥?丙子?丁丑癸丑日元生癸酉月，印星当令月上透比劫，时上庚申，命局印重。申酉从丑中出，日主用丑墓申酉。年上甲子，伤官独透泄秀，时上庚克甲，好在癸化庚生甲。问层次，婚姻，桃花，子女。答：十亿，二婚，桃花多，二三个子女，反馈对。丁丑运，丑墓申酉，甲在丑进气，解决了命口印克伤官的问题，有病有药，自然发大财。丁丑运，财在印库上制印。丁丑运几个流年都是制印，生扶食伤与财，发亿万。癸申酉从丑中出，与伤官配制，应该有不干净的财。命不见财，伤官当财，庚克甲，丑合子，甲子受制，二婚很明显。月上癸从丑中出，生年上的伤官，月癸代表命主自己想法，年上伤官生外面的财，桃花当然旺。子平术学习需要找到志同道合的易友，一起实战研究。大龙研究三十余载，欢迎交流学习。
3,7,1,7,10,2,8,10,1,乾丙午甲午癸丑辛酉,9,亿万富翁发富的盘，在命理上有几种组合，官杀当财，食神制杀，官印相生，伤官生财，枭印夺食，很多是书上的凶神得用。实际命理中并无凶神吉神之说，命局中凶神得用，反而发富贵的层次更高。乾：丙午?甲午?癸丑?辛酉（空寅卯）胎元：乙酉?命宫：辛丑乙未6 丙申 丁酉 戊戌 己亥 庚子癸丑日元生甲午月，财当今，月上伤官泄身身财，年上财伏到月，财当令，又有源，亿万之巨。财有，如何取财？财能流通到自己，才是自己的财。午火生丑土，丑土生酉金，印来生身，顺生有情，终究发富。问结婚，座下印库，辛，癸都有用，伤官还生财，一婚。财来穿妻宫，美中不足，伤官生年月的财，情妇是多。有情妇与离婚是两回事，不可不辩。此造为什么发富不发贵，易友们可以想一想。子平术学习需要找到志同道合的易友，一起实战研究。大龙研究三十余载，欢迎交流学习。
6,10,4,2,4,10,8,2,1,乾己酉丁丑丁酉辛丑,9,文三爷，湖南非常有名的黑社会大佬，开赌场，放高利贷，组织、领导、参加黑社会性质案子，16年被网上举报，17年被抓住，19年被判无期徒刑。按照判决，资产有12亿。上有二姐，排老三。我找到提供这一手八字老师，八字来源非常可靠，具体怎样得到这个八字，有私密信息，不方便多讲。乾：己酉?丁丑?丁酉?辛丑（空辰巳）胎元：戊辰?命宫：丁卯大运：丙子5 ?乙亥?甲戌?癸酉?壬申丁酉日元生丁丑月，食神当今，月上比却助助身，胎元戊辰，伤官泄身，地支丑酉合财，只能顺财。时上辛丑，财星通门户，财成势，几十亿的巨富。月上比却助身，这就是问题，月上丁帮生食神，同时劫财，这个丁火即是贵人，也是手下小弟，丑财库从月，伏到时，自己得大财，别人得小财。甲戌运开始起家，戌是伤官，也是比劫库存，这步运，波折多。癸酉运，七杀制比却，发家。壬申运，丁壬合木，破局了。丁酉年，三丁成势，牢狱。以命相看，己巳运，应该可以出狱。为什么是黑社会？丑是财库又是食神，财从丑中出，四库中，丑中之物最阴暗。开赌场，放高利贷，打砸抢夺。八字不见阳，心狠手辣，毫无疑问，这八字女人也多。子平术学习需要找到志同道合的易友，一起实战研究。大龙研究三十余载，欢迎交流学习。
4,8,6,10,2,6,6,4,1,乾丁未己酉乙巳己卯,9,此乾造是我在一个群实断，后发在我群，所以有两张截图，是我群截图，我用语音分享一些个人观点，供易友参考，大龙盲派八字实战群，学习交流永远是第一位。大龙盲派八字实战群，每天的擂题由群里易友轮流出，打擂当天晚上由出题老师直接反馈，答案只有出题老师自己知道。上榜的老师，剖析易理，分享经验。大龙盲派八字实战群，玩的就是公平公正公开，易学圈子不大，相信很多易友听说过，期待能在易学道路相向前行。这里特别讲下含章老师，是我玩易遇到为数不多的是真正喜欢命理学，研究命理学老师，他写过一篇文章，专门介绍八字命理从唐宋到现在的变迁。命理学正是有许多这样的人，才能不断绽放光芒。乾：丁未?己酉?乙巳?己卯（空寅卯）胎元：庚子?命宫：戊申大运：戊申11?丁未?丙午?乙巳?甲辰乙巳日元生己酉月，七杀当令，月上透财，财滋杀旺，杀气腾腾。有杀先论杀，这种月上七杀要特别小心，命局配置不当，非贫即夭，否则一个夭命，还论富贵，徒增笑话。年上丁未，比却库上透食，有制杀之意。喜日禄归时有强根，酉冲卯，巳酉合，伤官合杀命局有救应。食伤制杀，大格局，是发贵还是发富？易友们想想为什么是发富？以大龙盲派命理，我当时断的是发富。财滋杀旺，食伤制杀，必是大富之命，断上亿。两个字后面的知识，值多少？这种命，卦金都是五位数。丙午运，伤官透，发家，乙巳运，日柱伏吟，必是龙在九天，大运职业精准算出，这才是真正的命理。年上丁火生了两个己土，财来坏印，学历不高。乙巳日柱，巳中有官，发富必有官方相助，一路南方运，看看此人行事手段会怎样？子平术学习需要找到志同道合的易友，一起实战研究。大龙研究三十余载，欢迎交流学习。
8,2,8,2,8,8,6,12,2,坤辛丑辛丑辛未己亥,9,云海老弟是通过公众号看到我文章后加的我，也语音聊过几次，山东汉子，嗓门也大，以相学来讲，这种人不属于狡诈之辈。我们之前在同一个群，只是他知道我，我不知道他，因为刚进群，拿了月季军，其实那是别人一个养鱼群，我就被踢，没有深交。学易见过各种人，断不对就说假八字，假反馈，时辰不对的大师不少，正常我个人处理方法：求同存异。自己看不懂的八字，可以保留看法，不用硬套。坤：辛丑?辛丑?辛未?己亥（空戌亥）胎元：壬辰??命宫：辛卯大运：壬寅1?癸卯?甲辰?乙巳?丙午?丁未?戊申此造四土三金一水，土金成势，断对断错都正常。想假反馈，用这八字无疑风险很高，还是以先天命局为根，剖析命理。辛未日元生辛丑月，印星当令，月上透比。座下财库，年月辛丑冲未，开财库。比却库中透出的比却，也就是一大帮人为自己服务。三辛从丑中出，自己辛未，未中丁火可以暖局，也代表自己控制财官。时上己亥自合，亥伤官克官，己又合制，所以先天命局意在求官，断的厅级。一路东南运，土金都有生发，发贵发富，完全合理。大龙盲派秘传口诀，年支月同，破基荡祖，所以断出身普通。行官运发贵，行财运又有学历，这估计是怀疑假反馈的重要原因之一，易友们可以思考一下。子平术学习需要找到志同道合的易友，一起实战研究。大龙研究三十余载，欢迎交流学习。
2,10,7,5,2,10,8,6,1,乾乙酉庚辰乙酉辛巳,9,千万的二代比较多见，亿万的二代不多见，并且这盘不容易看，官杀重体弱，发富，各位老师可以研究。乾造：乙酉?庚辰?乙酉?辛巳（空午未）胎元：辛未??命宫：甲申大运：己卯10?戊寅?丁丑?丙子 乙亥乙酉日元生庚辰月，财当令月上透官，年上乙酉双乙合官，时上辛巳，伤官制杀。地支辰酉合，财生官杀旺。体弱官杀重，命局制化有情。问家境，学历？答：小富，本科以辰为财为父，官泄身太过，命中有巳生，行东方运，木生火旺必然发富贵，实际是亿万富翁二代。伤官制杀体弱，制住杀有学历，行东方运扶身。现在还在读书，断本科反馈是重本。子平术学习需要找到志同道合的易友，一起实战研究。大龙研究三十余载，欢迎交流学习。
10,10,1,3,1,3,3,3,1,乾癸酉甲寅甲寅丙寅,9,坤沙风光过，自封过总统。幼年丧母，1961年，开始建立大型武装。1967年，他控制了“金三角”70%的毒品生产和大部分贩运业务，因此，他曾得意地自称为“鸦片大王”。这个盘是他手下一个人，会命理拿到的一手盘，后面返回云南。乾造：癸酉?甲寅?甲寅?丙寅（空子丑）胎元：乙巳??命宫：乙丑大运：癸丑5?壬子?辛亥?庚戌?己酉?戊申?丁未?丙午甲寅日元生甲寅月，月上见禄透比劫，时上丙寅。禄生食旺，丙暗合辛合官，年上癸酉官见禄，有贵气。此造用食伤生财，不见财，只能用丙合辛为官。原生家庭虽是莱莫部落土司职位，但是没落。癸水生五个木，泄身太过，夭命，估计是戊寅年。职业：丙寅食座马，奔波走动象断武贵，实际是缅甸军阀。己酉年何事？甲寅年何事？答：牢狱，出狱。庚戌运己酉年，七杀透以命局酉为根克身，丙在戌为入墓，无力制杀，流年引动七杀易出问题。己酉年，天干双甲争合己财，财带官来，酉绝寅禄，牢狱。甲寅年，比劫助身，丙火长生制大运七杀，出狱。丙午运丁亥年去世，应了命书一句木不南奔。子平术学习需要找到志同道合的易友，一起实战研究。大龙研究三十余载，欢迎交流学习。
